contig.00001	JN024480.1	92.425	5914	417	18	94	5986	1	5904	0.0	8410
contig.00001	JN024480.1	85.584	1755	222	19	6122	7866	6426	8159	0.0	1810
contig.00001	JN024480.1	85.500	200	20	4	7822	8021	8150	8340	1.38e-44	200
contig.00001	JN024480.1	100.000	30	0	0	1	30	8903	8932	0.32	56.5
contig.00001	KJ704793.1	94.904	4867	242	6	1129	5992	1095	5958	0.0	7609
contig.00001	KJ704793.1	89.058	1910	161	22	6121	8021	6458	8328	0.0	2326
contig.00001	KJ704793.1	94.947	950	40	2	188	1132	4	950	0.0	1482
contig.00001	KJ704793.1	94.118	51	3	0	6068	6118	6001	6051	6.72e-08	78.7
contig.00001	KJ704795.1	94.673	4862	253	6	1129	5987	1139	5997	0.0	7540
contig.00001	KJ704795.1	88.522	1908	180	26	6121	8021	6511	8386	0.0	2276
contig.00001	KJ704795.1	92.285	998	73	2	135	1132	1	994	0.0	1463
contig.00001	KJ704795.1	90.196	51	5	0	6068	6118	6048	6098	1.46e-04	67.6
contig.00001	KJ704794.1	94.529	4862	260	6	1129	5987	1090	5948	0.0	7522
contig.00001	KJ704794.1	88.312	1908	185	24	6121	8021	6462	8338	0.0	2261
contig.00001	KJ704794.1	95.253	948	42	1	185	1132	1	945	0.0	1498
contig.00001	KJ704794.1	90.196	51	5	0	6068	6118	5999	6049	1.46e-04	67.6
contig.00001	KJ704791.1	94.487	4861	264	4	1129	5987	1150	6008	0.0	7502
contig.00001	KJ704791.1	88.796	1910	172	22	6121	8021	6516	8392	0.0	2307
contig.00001	KJ704791.1	94.648	1009	49	3	125	1132	1	1005	0.0	1559
contig.00001	KJ704791.1	95.238	42	1	1	6064	6105	6056	6096	5.24e-04	65.8
contig.00001	AY771591.1	94.409	4883	264	9	1129	6005	1145	6024	0.0	7496
contig.00001	AY771591.1	84.110	1932	239	33	6121	8021	6520	8414	0.0	1805
contig.00001	AY771591.1	93.420	1003	63	2	130	1132	1	1000	0.0	1483
contig.00001	AY771591.1	87.719	57	7	0	6070	6126	6059	6115	1.46e-04	67.6
contig.00001	AY781127.1	94.510	4863	249	12	1129	5985	967	5817	0.0	7485
contig.00001	AY781127.1	87.513	1938	174	38	6121	8018	6375	8284	0.0	2176
contig.00001	AY781127.1	93.697	825	49	2	308	1132	1	822	0.0	1232
contig.00001	AY781127.1	100.000	30	0	0	1	30	8832	8861	0.32	56.5
contig.00001	U69588.1	94.467	4862	261	8	1129	5986	1308	6165	0.0	7481
contig.00001	U69588.1	87.690	1909	198	21	6121	8021	6707	8586	0.0	2189
contig.00001	U69588.1	95.230	1132	51	1	1	1132	35	1163	0.0	1788
contig.00001	U69588.1	100.000	63	0	0	1	63	9109	9171	1.43e-19	117
contig.00001	U69588.1	88.235	51	6	0	6068	6118	6235	6285	0.007	62.1
contig.00001	KJ704788.1	94.447	4862	261	8	1129	5987	531	5386	0.0	7474
contig.00001	KJ704788.1	86.667	1395	147	25	6121	7497	5912	7285	0.0	1509
contig.00001	KJ704788.1	95.855	386	16	0	747	1132	1	386	1.92e-172	625
contig.00001	AY835777.1	94.359	4875	267	8	1129	5999	1762	6632	0.0	7472
contig.00001	AY835777.1	88.580	1909	184	15	6121	8021	7131	9013	0.0	2287
contig.00001	AY835777.1	95.406	1132	49	1	1	1132	489	1617	0.0	1799
contig.00001	AY835777.1	99.315	146	1	0	1	146	9558	9703	4.81e-64	265
contig.00001	AY835777.1	92.157	51	4	0	6068	6118	6674	6724	3.13e-06	73.1
contig.00001	MN055643.1	94.388	4865	267	6	1129	5990	1095	5956	0.0	7467
contig.00001	MN055643.1	88.272	1910	191	18	6121	8021	6461	8346	0.0	2255
contig.00001	MN055643.1	94.421	950	49	2	183	1132	5	950	0.0	1458
contig.00001	MN055643.1	90.196	51	5	0	6068	6118	6004	6054	1.46e-04	67.6
contig.00001	KJ704792.1	94.279	4859	272	6	1129	5984	1092	5947	0.0	7465
contig.00001	KJ704792.1	88.604	1913	173	24	6121	8021	6464	8343	0.0	2296
contig.00001	KJ704792.1	95.158	950	42	2	183	1132	2	947	0.0	1500
contig.00001	KJ704792.1	89.091	55	5	1	6064	6118	5998	6051	1.46e-04	67.6
contig.00001	U69587.1	94.385	4862	265	8	1129	5986	1308	6165	0.0	7459
contig.00001	U69587.1	87.847	1909	195	21	6121	8021	6710	8589	0.0	2206
contig.00001	U69587.1	95.230	1132	51	2	1	1132	35	1163	0.0	1788
contig.00001	U69587.1	100.000	63	0	0	1	63	9113	9175	1.43e-19	117
contig.00001	U69587.1	88.235	51	6	0	6068	6118	6235	6285	0.007	62.1
contig.00001	AF042100.1	94.384	4861	267	6	1129	5986	1761	6618	0.0	7459
contig.00001	AF042100.1	85.774	1919	209	35	6147	8021	7180	9078	0.0	1973
contig.00001	AF042100.1	94.537	1135	55	4	1	1132	486	1616	0.0	1746
contig.00001	AF042100.1	97.260	146	3	1	1	146	9623	9767	1.74e-58	246
contig.00001	AF042100.1	90.741	54	5	0	6065	6118	6685	6738	3.13e-06	73.1
contig.00001	U69586.1	94.364	4862	266	8	1129	5986	1308	6165	0.0	7454
contig.00001	U69586.1	87.396	1928	180	29	6121	8021	6707	8598	0.0	2156
contig.00001	U69586.1	94.965	1132	54	1	1	1132	35	1163	0.0	1772
contig.00001	U69586.1	100.000	63	0	0	1	63	9143	9205	1.43e-19	117
contig.00001	U69586.1	88.235	51	6	0	6068	6118	6235	6285	0.007	62.1
contig.00001	KJ704789.1	94.387	4864	251	11	1129	5986	1084	5931	0.0	7450
contig.00001	KJ704789.1	88.128	1912	183	24	6121	8021	6437	8315	0.0	2237
contig.00001	KJ704789.1	95.334	943	40	2	190	1132	1	939	0.0	1495
contig.00001	KJ704789.1	90.196	51	5	0	6068	6118	5974	6024	1.46e-04	67.6
contig.00001	D10112.1	94.360	4858	268	6	1129	5983	1764	6618	0.0	7448
contig.00001	D10112.1	87.740	1925	191	21	6121	8021	7139	9042	0.0	2206
contig.00001	D10112.1	95.141	1132	52	2	1	1132	491	1619	0.0	1783
contig.00001	M93259.1	94.305	4864	269	7	1129	5987	1763	6623	0.0	7441
contig.00001	M93259.1	87.100	1752	184	22	6121	7863	7125	8843	0.0	1945
contig.00001	M93259.1	94.533	1134	57	2	1	1132	488	1618	0.0	1746
contig.00001	M93259.1	97.260	146	4	0	1	146	9566	9711	4.84e-59	248
contig.00001	M93259.1	89.529	191	11	4	7831	8021	8841	9022	1.36e-54	233
contig.00001	M93259.1	90.196	51	5	0	6068	6118	6674	6724	1.46e-04	67.6
contig.00001	AY835778.1	94.231	4871	275	6	1129	5996	1762	6629	0.0	7433
contig.00001	AY835778.1	87.167	1917	199	26	6121	8021	7128	9013	0.0	2134
contig.00001	AY835778.1	95.230	1132	51	2	1	1132	489	1617	0.0	1788
contig.00001	AY835778.1	99.315	146	1	0	1	146	9558	9703	4.81e-64	265
contig.00001	AY835778.1	95.238	42	2	0	6063	6104	6666	6707	1.46e-04	67.6
contig.00001	JF689859.1	94.262	4862	273	6	1129	5987	967	5825	0.0	7428
contig.00001	JF689859.1	88.297	1914	177	22	6121	8021	6327	8206	0.0	2250
contig.00001	JF689859.1	94.182	825	45	1	308	1132	1	822	0.0	1254
contig.00001	JF689859.1	90.385	52	5	0	6067	6118	5863	5914	4.05e-05	69.4
contig.00001	EF363124.1	94.240	4861	276	4	1129	5987	1762	6620	0.0	7422
contig.00001	EF363124.1	88.023	1912	198	21	6121	8021	7134	9025	0.0	2233
contig.00001	EF363124.1	94.788	1132	56	2	1	1132	489	1617	0.0	1760
contig.00001	EF363124.1	99.315	146	1	0	1	146	9570	9715	4.81e-64	265
contig.00001	EF363124.1	87.273	55	6	1	6064	6118	6668	6721	0.007	62.1
contig.00001	ON015197.1	94.222	4863	275	6	1129	5988	881	5740	0.0	7419
